model,channel,edge_row,C,P,S,anchor_family,other_training_family_count,baseline_predicted_P,baseline_rank_true_P,baseline_top1_correct,baseline_top5_correct,baseline_top10_correct,candidate_anchor_count,offset_predicted_P,offset_rank_true_P,true_P_offset_top1,true_P_offset_top5,true_P_offset_top10,rank_change,top1_rescued,top1_lost,true_anchor_rank,baseline_cosine,adjusted_cosine,residual_improvement_over_raw_cosine
qwen3_4b_2560d_int8,en_def_translated_cn_def,31,儐,賓,亻,ROOT-219CD,126,王,5,0,1,1,1053,王,5,0,1,1,0,0,0,5,0.62118936,0.6173719167709351,-0.0038174390792846
qwen3_4b_2560d_int8,en_def_translated_cn_def,32,嬪,賓,女,ROOT-219CD,68,丞,497,0,0,0,1053,丞,612,0,0,0,-115,0,0,612,0.3721016,0.3783095479011535,0.0062079429626464
qwen3_4b_2560d_int8,en_def_translated_cn_def,33,擯,賓,扌,ROOT-219CD,138,別,446,0,0,0,1053,別,394,0,0,0,52,0,0,394,0.5016246,0.4923729002475738,-0.0092516839504241
qwen3_4b_2560d_int8,en_def_translated_cn_def,34,檳,賓,木,ROOT-219CD,139,朮,855,0,0,0,1053,堯,734,0,0,0,121,0,0,734,0.26874942,0.3549743890762329,0.0862249732017517
qwen3_4b_2560d_int8,en_def_translated_cn_def,35,殯,賓,歹,ROOT-219CD,10,冢,677,0,0,0,1053,含,355,0,0,0,322,0,0,355,0.27504894,0.2616644501686096,-0.0133844912052154
qwen3_4b_2560d_int8,en_def_translated_cn_def,36,濱,賓,氵,ROOT-219CD,185,浦,660,0,0,0,1053,浦,581,0,0,0,79,0,0,581,0.4429583,0.4904103875160217,0.0474520921707153
qwen3_4b_2560d_int8,en_def_translated_cn_def,37,繽,賓,糸,ROOT-219CD,97,夭,787,0,0,0,1053,夭,601,0,0,0,186,0,0,601,0.43885356,0.4729073941707611,0.0340538322925567
qwen3_4b_2560d_int8,en_def_translated_cn_def,38,鬢,賓,髟,ROOT-219CD,10,眉,723,0,0,0,1053,毳,603,0,0,0,120,0,0,603,0.4102576,0.4717797636985779,0.0615221560001373
qwen3_4b_2560d_int8,en_def_translated_cn_def,252,刻,亥,刂,ROOT-4EA5,19,伐,576,0,0,0,1053,矢,519,0,0,0,57,0,0,519,0.48180234,0.4951951801776886,0.013392835855484
qwen3_4b_2560d_int8,en_def_translated_cn_def,253,劾,亥,力,ROOT-4EA5,15,戒,856,0,0,0,1053,姦,728,0,0,0,128,0,0,728,0.28509262,0.2912692725658417,0.0061766505241394
qwen3_4b_2560d_int8,en_def_translated_cn_def,254,咳,亥,口,ROOT-4EA5,113,息,593,0,0,0,1053,息,424,0,0,0,169,0,0,424,0.3187676,0.3668514490127563,0.0480838418006897
qwen3_4b_2560d_int8,en_def_translated_cn_def,255,垓,亥,土,ROOT-4EA5,65,蕭,696,0,0,0,1053,蕭,679,0,0,0,17,0,0,679,0.46087995,0.4697468876838684,0.008866935968399
qwen3_4b_2560d_int8,en_def_translated_cn_def,256,孩,亥,子,ROOT-4EA5,5,幼,342,0,0,0,1053,皿,657,0,0,0,-315,0,0,657,0.44811815,0.4267753362655639,-0.0213428139686584
qwen3_4b_2560d_int8,en_def_translated_cn_def,257,核,亥,木,ROOT-4EA5,139,米,262,0,0,0,1053,米,487,0,0,0,-225,0,0,487,0.45527995,0.4714580774307251,0.0161781311035156
qwen3_4b_2560d_int8,en_def_translated_cn_def,258,欬,亥,欠,ROOT-4EA5,13,粲,650,0,0,0,1053,粲,594,0,0,0,56,0,0,594,0.43010604,0.4358574151992798,0.0057513713836669
qwen3_4b_2560d_int8,en_def_translated_cn_def,259,該,亥,言,ROOT-4EA5,95,宜,625,0,0,0,1053,宜,412,0,0,0,213,0,0,412,0.43146324,0.4702613353729248,0.0387980937957763
qwen3_4b_2560d_int8,en_def_translated_cn_def,260,閡,亥,門,ROOT-4EA5,19,絕,741,0,0,0,1053,蒙,546,0,0,0,195,0,0,546,0.4195746,0.4322325885295868,0.0126579999923706
qwen3_4b_2560d_int8,en_def_translated_cn_def,261,頦,亥,頁,ROOT-4EA5,27,領,535,0,0,0,1053,領,559,0,0,0,-24,0,0,559,0.47137922,0.4742032885551452,0.002824068069458
qwen3_4b_2560d_int8,en_def_translated_cn_def,262,駭,亥,馬,ROOT-4EA5,34,迷,843,0,0,0,1053,迷,857,0,0,0,-14,0,0,857,0.36241916,0.3583469986915588,-0.0040721595287323
qwen3_4b_2560d_int8,en_def_translated_cn_def,263,骸,亥,骨,ROOT-4EA5,5,品,368,0,0,0,1053,品,418,0,0,0,-50,0,0,418,0.47142446,0.5495923757553101,0.0781679153442382
qwen3_4b_2560d_int8,en_def_translated_cn_def,398,完,元,宀,ROOT-5143,19,完,105,0,0,0,1053,完,74,0,0,0,31,0,0,74,0.58024484,0.5580099821090698,-0.0222348570823669
qwen3_4b_2560d_int8,en_def_translated_cn_def,404,沅,元,氵,ROOT-5143,185,沂,139,0,0,0,1053,沂,80,0,0,0,59,0,0,80,0.5279267,0.573620080947876,0.0456933975219726
qwen3_4b_2560d_int8,en_def_translated_cn_def,405,玩,元,王,ROOT-5143,44,敖,236,0,0,0,1053,敖,181,0,0,0,55,0,0,181,0.48480883,0.4881606996059418,0.003351867198944
qwen3_4b_2560d_int8,en_def_translated_cn_def,407,阮,元,阝,ROOT-5143,47,潘,113,0,0,0,1053,彭,93,0,0,0,20,0,0,93,0.56473505,0.587287962436676,0.0225529074668884
qwen3_4b_2560d_int8,en_def_translated_cn_def,408,頑,元,頁,ROOT-5143,27,固,321,0,0,0,1053,固,470,0,0,0,-149,0,0,470,0.53303015,0.4835384488105774,-0.0494917035102844
qwen3_4b_2560d_int8,en_def_translated_cn_def,433,偈,曷,亻,ROOT-5303,126,隆,963,0,0,0,1053,隆,967,0,0,0,-4,0,0,967,0.3651563,0.3592220544815063,-0.0059342384338378
qwen3_4b_2560d_int8,en_def_translated_cn_def,434,喝,曷,口,ROOT-5303,113,舀,970,0,0,0,1053,舀,967,0,0,0,3,0,0,967,0.31517714,0.3444446325302124,0.0292674899101257
qwen3_4b_2560d_int8,en_def_translated_cn_def,435,愒,曷,忄,ROOT-5303,79,奈,844,0,0,0,1053,伐,830,0,0,0,14,0,0,830,0.3956997,0.4080801904201507,0.0123804807662963
qwen3_4b_2560d_int8,en_def_translated_cn_def,436,揭,曷,扌,ROOT-5303,138,升,753,0,0,0,1053,升,697,0,0,0,56,0,0,697,0.4334771,0.4514440894126892,0.0179669857025146
qwen3_4b_2560d_int8,en_def_translated_cn_def,437,歇,曷,欠,ROOT-5303,13,歇,838,0,0,0,1053,歇,774,0,0,0,64,0,0,774,0.41277397,0.4199628829956054,0.0071889162063598
qwen3_4b_2560d_int8,en_def_translated_cn_def,439,渴,曷,氵,ROOT-5303,185,濕,955,0,0,0,1053,念,905,0,0,0,50,0,0,905,0.36705458,0.4024913311004638,0.0354367494583129
qwen3_4b_2560d_int8,en_def_translated_cn_def,440,碣,曷,石,ROOT-5303,38,札,661,0,0,0,1053,札,684,0,0,0,-23,0,0,684,0.3702231,0.3978540301322937,0.0276309251785278
qwen3_4b_2560d_int8,en_def_translated_cn_def,441,竭,曷,立,ROOT-5303,3,匱,833,0,0,0,1053,匱,575,0,0,0,258,0,0,575,0.36402076,0.3526342809200287,-0.0113864839076995
qwen3_4b_2560d_int8,en_def_translated_cn_def,443,葛,曷,艹,ROOT-5303,150,葛,832,0,0,0,1053,葛,912,0,0,0,-80,0,0,912,0.25466377,0.3179763555526733,0.0633125901222229
qwen3_4b_2560d_int8,en_def_translated_cn_def,444,褐,曷,衤,ROOT-5303,33,布,943,0,0,0,1053,布,905,0,0,0,38,0,0,905,0.37783104,0.4281169176101684,0.0502858757972717
qwen3_4b_2560d_int8,en_def_translated_cn_def,445,謁,曷,言,ROOT-5303,95,謁,335,0,0,0,1053,謁,369,0,0,0,-34,0,0,369,0.4292885,0.4206079244613647,-0.0086805820465087
qwen3_4b_2560d_int8,en_def_translated_cn_def,448,遏,曷,辶,ROOT-5303,51,弭,846,0,0,0,1053,弭,808,0,0,0,38,0,0,808,0.4371757,0.4399892091751098,0.0028135180473327
qwen3_4b_2560d_int8,en_def_translated_cn_def,1158,佳,圭,亻,ROOT-572D,126,卓,982,0,0,0,1053,卓,984,0,0,0,-2,0,0,984,0.31715134,0.3126556277275085,-0.0044957101345062
qwen3_4b_2560d_int8,en_def_translated_cn_def,1162,哇,圭,口,ROOT-572D,113,音,1049,0,0,0,1053,音,1049,0,0,0,0,0,0,1049,0.1671491,0.2065541744232177,0.0394050776958465
qwen3_4b_2560d_int8,en_def_translated_cn_def,1163,奎,圭,大,ROOT-572D,3,婁,727,0,0,0,1053,婁,559,0,0,0,168,0,0,559,0.2874629,0.2592971622943878,-0.028165727853775
qwen3_4b_2560d_int8,en_def_translated_cn_def,1164,娃,圭,女,ROOT-572D,68,幼,1010,0,0,0,1053,幼,1012,0,0,0,-2,0,0,1012,0.3373401,0.3329549133777618,-0.0043851733207702
qwen3_4b_2560d_int8,en_def_translated_cn_def,1165,恚,圭,心,ROOT-572D,43,冤,1028,0,0,0,1053,尤,1010,0,0,0,18,0,0,1010,0.2673756,0.3248199820518493,0.0574443936347961
qwen3_4b_2560d_int8,en_def_translated_cn_def,1166,桂,圭,木,ROOT-572D,139,楚,1021,0,0,0,1053,楚,1034,0,0,0,-13,0,0,1034,0.21886098,0.2565499544143677,0.0376889705657959
qwen3_4b_2560d_int8,en_def_translated_cn_def,1167,珪,圭,王,ROOT-572D,44,雝,1031,0,0,0,1053,雝,1046,0,0,0,-15,0,0,1046,0.23891088,0.1879902929067611,-0.0509205907583236
qwen3_4b_2560d_int8,en_def_translated_cn_def,1168,畦,圭,田,ROOT-572D,9,荒,1033,0,0,0,1053,夭,1031,0,0,0,2,0,0,1031,0.2647111,0.2833045721054077,0.0185934603214263
qwen3_4b_2560d_int8,en_def_translated_cn_def,1169,蛙,圭,虫,ROOT-572D,76,魚,1045,0,0,0,1053,魚,1037,0,0,0,8,0,0,1037,0.20904577,0.2798553705215454,0.0708096027374267
qwen3_4b_2560d_int8,en_def_translated_cn_def,1170,街,圭,行,ROOT-572D,4,閻,1036,0,0,0,1053,夭,1051,0,0,0,-15,0,0,1051,0.19038266,0.0914528742432594,-0.0989297851920127
qwen3_4b_2560d_int8,en_def_translated_cn_def,1171,閨,圭,門,ROOT-572D,19,殿,987,0,0,0,1053,殿,909,0,0,0,78,0,0,909,0.30652928,0.3273072838783264,0.0207780003547668
qwen3_4b_2560d_int8,en_def_translated_cn_def,1172,鞋,圭,革,ROOT-572D,12,走,887,0,0,0,1053,走,1018,0,0,0,-131,0,0,1018,0.26523,0.2329487055540084,-0.032281294465065
qwen3_4b_2560d_int8,en_def_translated_cn_def,1176,僥,堯,亻,ROOT-582F,126,幸,417,0,0,0,1053,幸,413,0,0,0,4,0,0,413,0.40924102,0.4091700315475464,-7.098913192749023e-05
qwen3_4b_2560d_int8,en_def_translated_cn_def,1177,嬈,堯,女,ROOT-582F,68,旖,88,0,0,0,1053,旖,115,0,0,0,-27,0,0,115,0.5650067,0.5748732089996338,0.0098665356636047
qwen3_4b_2560d_int8,en_def_translated_cn_def,1178,撓,堯,扌,ROOT-582F,138,絕,699,0,0,0,1053,絕,743,0,0,0,-44,0,0,743,0.41476417,0.4163375794887543,0.0015734136104583
qwen3_4b_2560d_int8,en_def_translated_cn_def,1179,曉,堯,日,ROOT-582F,42,旦,138,0,0,0,1053,旦,250,0,0,0,-112,0,0,250,0.52231884,0.4976013898849487,-0.0247174501419067
qwen3_4b_2560d_int8,en_def_translated_cn_def,1180,橈,堯,木,ROOT-582F,139,聿,271,0,0,0,1053,達,479,0,0,0,-208,0,0,479,0.51146007,0.4962701201438904,-0.0151899456977844
qwen3_4b_2560d_int8,en_def_translated_cn_def,1181,澆,堯,氵,ROOT-582F,185,舀,15,0,0,0,1053,舀,14,0,0,0,1,0,0,14,0.5935712,0.5962457060813904,0.0026745200157165
qwen3_4b_2560d_int8,en_def_translated_cn_def,1182,燒,堯,火,ROOT-582F,34,火,579,0,0,0,1053,建,680,0,0,0,-101,0,0,680,0.47632563,0.4766960740089416,0.000370442867279
qwen3_4b_2560d_int8,en_def_translated_cn_def,1183,繞,堯,糸,ROOT-582F,97,存,376,0,0,0,1053,存,411,0,0,0,-35,0,0,411,0.50720716,0.4932670593261719,-0.0139400959014892
qwen3_4b_2560d_int8,en_def_translated_cn_def,1184,翹,堯,羽,ROOT-582F,13,升,482,0,0,0,1053,拾,671,0,0,0,-189,0,0,671,0.4395629,0.3705183863639831,-0.0690445005893707
qwen3_4b_2560d_int8,en_def_translated_cn_def,1185,蟯,堯,虫,ROOT-582F,76,雀,337,0,0,0,1053,顥,455,0,0,0,-118,0,0,455,0.45348004,0.5147712230682373,0.0612911880016326
qwen3_4b_2560d_int8,en_def_translated_cn_def,1186,遶,堯,辶,ROOT-582F,51,旋,868,0,0,0,1053,旋,984,0,0,0,-116,0,0,984,0.29165685,0.2373956441879272,-0.0542612075805664
qwen3_4b_2560d_int8,en_def_translated_cn_def,1187,鐃,堯,釒,ROOT-582F,85,咎,442,0,0,0,1053,咎,417,0,0,0,25,0,0,417,0.3717335,0.414427787065506,0.0426943004131317
qwen3_4b_2560d_int8,en_def_translated_cn_def,1188,饒,堯,飠,ROOT-582F,21,赦,522,0,0,0,1053,赦,537,0,0,0,-15,0,0,537,0.48019674,0.4556338191032409,-0.0245629251003265
qwen3_4b_2560d_int8,en_def_translated_cn_def,1189,驍,堯,馬,ROOT-582F,34,勇,191,0,0,0,1053,勇,226,0,0,0,-35,0,0,226,0.5671303,0.5489007234573364,-0.018229603767395
qwen3_4b_2560d_int8,en_def_translated_cn_def,1536,冶,台,冫,ROOT-382F,5,固,962,0,0,0,1053,赫,971,0,0,0,-9,0,0,971,0.32771957,0.2807284593582153,-0.0469911098480224
qwen3_4b_2560d_int8,en_def_translated_cn_def,1537,始,台,女,ROOT-382F,68,原,865,0,0,0,1053,原,890,0,0,0,-25,0,0,890,0.3748349,0.3491446673870086,-0.0256902277469635
qwen3_4b_2560d_int8,en_def_translated_cn_def,1538,怠,台,心,ROOT-382F,43,忽,842,0,0,0,1053,休,873,0,0,0,-31,0,0,873,0.4018645,0.4064615070819855,0.004597008228302
qwen3_4b_2560d_int8,en_def_translated_cn_def,1539,怡,台,忄,ROOT-382F,79,欣,898,0,0,0,1053,欣,950,0,0,0,-52,0,0,950,0.37793666,0.3829612731933594,0.0050246119499206
qwen3_4b_2560d_int8,en_def_translated_cn_def,1540,殆,台,歹,ROOT-382F,10,畏,883,0,0,0,1053,畏,888,0,0,0,-5,0,0,888,0.36986375,0.3515762090682983,-0.0182875394821167
qwen3_4b_2560d_int8,en_def_translated_cn_def,1541,治,台,氵,ROOT-382F,185,宰,965,0,0,0,1053,宰,920,0,0,0,45,0,0,920,0.3132299,0.3110364377498626,-0.0021934509277343
qwen3_4b_2560d_int8,en_def_translated_cn_def,1542,笞,台,竹,ROOT-382F,60,條,995,0,0,0,1053,即,929,0,0,0,66,0,0,929,0.30896997,0.3567430377006531,0.0477730631828308
qwen3_4b_2560d_int8,en_def_translated_cn_def,1543,紿,台,糸,ROOT-382F,97,辜,860,0,0,0,1053,辜,692,0,0,0,168,0,0,692,0.34604916,0.366282045841217,0.0202328860759735
qwen3_4b_2560d_int8,en_def_translated_cn_def,1544,胎,台,肉,ROOT-382F,69,胤,910,0,0,0,1053,胤,829,0,0,0,81,0,0,829,0.31824642,0.375947892665863,0.0577014684677124
qwen3_4b_2560d_int8,en_def_translated_cn_def,1545,苔,台,艹,ROOT-382F,150,竹,917,0,0,0,1053,竹,881,0,0,0,36,0,0,881,0.24690847,0.3204413950443268,0.0735329240560531
qwen3_4b_2560d_int8,en_def_translated_cn_def,1546,貽,台,貝,ROOT-382F,28,致,932,0,0,0,1053,致,830,0,0,0,102,0,0,830,0.38119233,0.4330760538578033,0.051883727312088
qwen3_4b_2560d_int8,en_def_translated_cn_def,1547,邰,台,阝,ROOT-382F,47,滕,986,0,0,0,1053,滕,912,0,0,0,74,0,0,912,0.16463533,0.2113459557294845,0.0467106252908706
qwen3_4b_2560d_int8,en_def_translated_cn_def,1548,颱,台,風,ROOT-382F,3,氾,993,0,0,0,1053,具,981,0,0,0,12,0,0,981,0.28773886,0.2762590050697326,-0.0114798545837402
qwen3_4b_2560d_int8,en_def_translated_cn_def,1549,飴,台,飠,ROOT-382F,21,甘,1034,0,0,0,1053,甘,993,0,0,0,41,0,0,993,0.24768555,0.3049542009830475,0.0572686493396759
qwen3_4b_2560d_int8,en_def_translated_cn_def,1550,駘,台,馬,ROOT-382F,34,凡,877,0,0,0,1053,凡,785,0,0,0,92,0,0,785,0.35986483,0.4100589752197265,0.0501941442489624
qwen3_4b_2560d_int8,en_def_translated_cn_def,1579,啻,帝,口,ROOT-5E1D,113,只,396,0,0,0,1053,只,437,0,0,0,-41,0,0,437,0.40264702,0.3966808319091797,-0.0059661865234375
qwen3_4b_2560d_int8,en_def_translated_cn_def,1580,啼,帝,口,ROOT-5E1D,113,翼,282,0,0,0,1053,翼,289,0,0,0,-7,0,0,289,0.5449642,0.5577911138534546,0.012826919555664
qwen3_4b_2560d_int8,en_def_translated_cn_def,1581,締,帝,糸,ROOT-5E1D,97,建,377,0,0,0,1053,建,364,0,0,0,13,0,0,364,0.48430625,0.4633661210536957,-0.0209401249885559
qwen3_4b_2560d_int8,en_def_translated_cn_def,1582,蒂,帝,艹,ROOT-5E1D,150,末,470,0,0,0,1053,末,368,0,0,0,102,0,0,368,0.47764605,0.5231095552444458,0.0454635024070739
qwen3_4b_2560d_int8,en_def_translated_cn_def,1583,諦,帝,言,ROOT-5E1D,95,由,272,0,0,0,1053,由,173,0,0,0,99,0,0,173,0.52912724,0.5438686609268188,0.0147414207458496
qwen3_4b_2560d_int8,en_def_translated_cn_def,1584,蹄,帝,𧾷,ROOT-5E1D,47,末,420,0,0,0,1053,末,454,0,0,0,-34,0,0,454,0.39873824,0.3756354451179504,-0.0231027901172637
qwen3_4b_2560d_int8,en_def_translated_cn_def,2028,欄,闌,木,ROOT-67EC,139,聿,35,0,0,0,1053,聿,93,0,0,0,-58,0,0,93,0.6216784,0.6051836013793945,-0.0164948105812072
qwen3_4b_2560d_int8,en_def_translated_cn_def,2029,瀾,闌,氵,ROOT-67EC,185,溥,246,0,0,0,1053,丕,321,0,0,0,-75,0,0,321,0.51436865,0.5132559537887573,-0.0011126995086669
qwen3_4b_2560d_int8,en_def_translated_cn_def,2030,爛,闌,火,ROOT-67EC,34,艮,425,0,0,0,1053,艮,512,0,0,0,-87,0,0,512,0.4323033,0.4142140746116638,-0.0180892348289489
qwen3_4b_2560d_int8,en_def_translated_cn_def,2031,蘭,闌,艹,ROOT-67EC,150,蘭,171,0,0,0,1053,蘭,301,0,0,0,-130,0,0,301,0.35190374,0.4085649251937866,0.0566611886024475
qwen3_4b_2560d_int8,en_def_translated_cn_def,2305,倩,青,亻,ROOT-9752,126,旖,584,0,0,0,1053,旖,576,0,0,0,8,0,0,576,0.45464808,0.455921471118927,0.0012733936309814
qwen3_4b_2560d_int8,en_def_translated_cn_def,2306,情,青,忄,ROOT-9752,79,意,250,0,0,0,1053,夢,142,0,0,0,108,0,0,142,0.3440314,0.3444317579269409,0.0004003643989562
qwen3_4b_2560d_int8,en_def_translated_cn_def,2307,晴,青,日,ROOT-9752,42,亮,523,0,0,0,1053,風,452,0,0,0,71,0,0,452,0.4720461,0.4899589419364929,0.0179128348827362
qwen3_4b_2560d_int8,en_def_translated_cn_def,2308,猜,青,犭,ROOT-9752,27,意,918,0,0,0,1053,意,905,0,0,0,13,0,0,905,0.36521766,0.3582432866096496,-0.0069743692874908
qwen3_4b_2560d_int8,en_def_translated_cn_def,2309,睛,青,目,ROOT-9752,31,采,998,0,0,0,1053,丸,1006,0,0,0,-8,0,0,1006,0.29517388,0.3307914137840271,0.0356175303459167
qwen3_4b_2560d_int8,en_def_translated_cn_def,2310,精,青,米,ROOT-9752,16,定,530,0,0,0,1053,定,687,0,0,0,-157,0,0,687,0.4490943,0.4062882363796234,-0.0428060591220855
qwen3_4b_2560d_int8,en_def_translated_cn_def,2311,菁,青,艹,ROOT-9752,150,卓,600,0,0,0,1053,卓,933,0,0,0,-333,0,0,933,0.45389223,0.3493854105472564,-0.1045068204402923
qwen3_4b_2560d_int8,en_def_translated_cn_def,2312,蜻,青,虫,ROOT-9752,76,豬,826,0,0,0,1053,條,928,0,0,0,-102,0,0,928,0.3169169,0.3794420957565307,0.0625251829624176
qwen3_4b_2560d_int8,en_def_translated_cn_def,2313,請,青,言,ROOT-9752,95,貢,789,0,0,0,1053,丞,660,0,0,0,129,0,0,660,0.30138206,0.3087716698646545,0.0073896050453186
qwen3_4b_2560d_int8,en_def_translated_cn_def,2314,靖,青,立,ROOT-9752,3,寧,450,0,0,0,1053,寧,248,0,0,0,202,0,0,248,0.4445334,0.4066076278686523,-0.0379257798194885
qwen3_4b_2560d_int8,en_def_translated_cn_def,2315,靚,青,見,ROOT-9752,3,旖,416,0,0,0,1053,旖,624,0,0,0,-208,0,0,624,0.47976708,0.3496608138084411,-0.1301062703132629
qwen3_4b_2560d_int8,en_def_translated_cn_def,2317,鯖,青,魚,ROOT-9752,19,龜,578,0,0,0,1053,攸,893,0,0,0,-315,0,0,893,0.23539987,0.3189300298690796,0.0835301578044891
qwen3_4b_2560d_int8,en_def_translated_cn_def,2725,涂,余,氵,ROOT-4F59,185,涂,503,0,0,0,1053,涂,377,0,0,0,126,0,0,377,0.34616432,0.3434444665908813,-0.0027198493480682
qwen3_4b_2560d_int8,en_def_translated_cn_def,2726,徐,余,彳,ROOT-4F59,13,冉,825,0,0,0,1053,冉,855,0,0,0,-30,0,0,855,0.41474187,0.3889219760894775,-0.0258198976516723
qwen3_4b_2560d_int8,en_def_translated_cn_def,2727,斜,余,斗,ROOT-4F59,4,仄,845,0,0,0,1053,仄,935,0,0,0,-90,0,0,935,0.3783573,0.3332573771476745,-0.045099914073944
qwen3_4b_2560d_int8,en_def_translated_cn_def,2729,畬,余,田,ROOT-4F59,9,田,1044,0,0,0,1053,田,982,0,0,0,62,0,0,982,0.18344866,0.2564994692802429,0.0730508118867874
qwen3_4b_2560d_int8,en_def_translated_cn_def,2730,荼,余,艹,ROOT-4F59,150,麻,937,0,0,0,1053,名,891,0,0,0,46,0,0,891,0.32238483,0.3974641263484955,0.0750792920589447
qwen3_4b_2560d_int8,en_def_translated_cn_def,2731,蜍,余,虫,ROOT-4F59,76,矢,829,0,0,0,1053,矢,783,0,0,0,46,0,0,783,0.39433455,0.4284051954746246,0.0340706408023834
qwen3_4b_2560d_int8,en_def_translated_cn_def,2732,途,余,辶,ROOT-4F59,51,法,842,0,0,0,1053,法,896,0,0,0,-54,0,0,896,0.4378245,0.4306884407997131,-0.007136046886444
qwen3_4b_2560d_int8,en_def_translated_cn_def,2733,除,余,阝,ROOT-4F59,47,除,729,0,0,0,1053,除,584,0,0,0,145,0,0,584,0.2899126,0.3188392519950866,0.0289266407489776
qwen3_4b_2560d_int8,en_def_translated_cn_def,2734,餘,余,飠,ROOT-4F59,21,足,891,0,0,0,1053,足,771,0,0,0,120,0,0,771,0.44128665,0.449923038482666,0.0086363852024078
qwen3_4b_2560d_int8,en_def_translated_cn_def,2919,娠,辰,女,ROOT-8FB0,68,畜,602,0,0,0,1053,畜,476,0,0,0,126,0,0,476,0.4174784,0.4416593611240387,0.0241809487342834
qwen3_4b_2560d_int8,en_def_translated_cn_def,2920,宸,辰,宀,ROOT-8FB0,19,屋,826,0,0,0,1053,屋,523,0,0,0,303,0,0,523,0.4146257,0.4601161181926727,0.04549041390419
qwen3_4b_2560d_int8,en_def_translated_cn_def,2921,振,辰,扌,ROOT-8FB0,138,翼,704,0,0,0,1053,翼,609,0,0,0,95,0,0,609,0.45586407,0.477115660905838,0.0212515890598297
qwen3_4b_2560d_int8,en_def_translated_cn_def,2922,晨,辰,日,ROOT-8FB0,42,晨,286,0,0,0,1053,晨,111,0,0,0,175,0,0,111,0.47948587,0.5183252692222595,0.0388393998146057
qwen3_4b_2560d_int8,en_def_translated_cn_def,2923,脣,辰,肉,ROOT-8FB0,69,脣,333,0,0,0,1053,脣,485,0,0,0,-152,0,0,485,0.43366912,0.4631067514419555,0.029437631368637
qwen3_4b_2560d_int8,en_def_translated_cn_def,2924,蜃,辰,虫,ROOT-8FB0,76,咎,670,0,0,0,1053,溥,789,0,0,0,-119,0,0,789,0.45411867,0.4495437145233154,-0.0045749545097351
qwen3_4b_2560d_int8,en_def_translated_cn_def,2925,賑,辰,貝,ROOT-8FB0,28,助,800,0,0,0,1053,康,688,0,0,0,112,0,0,688,0.40864933,0.4262154400348663,0.0175661146640777
qwen3_4b_2560d_int8,en_def_translated_cn_def,2926,震,辰,雨,ROOT-8FB0,21,乍,607,0,0,0,1053,打,604,0,0,0,3,0,0,604,0.46068013,0.4891489744186401,0.0284688472747802
qwen3_4b_2560d_int8,en_def_translated_cn_def,3158,掂,店,扌,ROOT-5360,138,奉,546,0,0,0,1053,奉,497,0,0,0,49,0,0,497,0.3995717,0.412698745727539,0.0131270587444305
qwen3_4b_2560d_int8,en_def_translated_cn_def,3159,惦,店,忄,ROOT-5360,79,念,827,0,0,0,1053,念,692,0,0,0,135,0,0,692,0.41088533,0.4631550908088684,0.0522697567939758
qwen3_4b_2560d_int8,en_gloss_unihan,52,儐,賓,亻,ROOT-219CD,172,客,10,0,0,1,1155,客,8,0,0,1,2,0,0,8,0.55838466,0.5562803745269775,-0.0021042823791503
qwen3_4b_2560d_int8,en_gloss_unihan,53,嬪,賓,女,ROOT-219CD,99,妾,241,0,0,0,1155,殿,477,0,0,0,-236,0,0,477,0.4939037,0.4777420163154602,-0.0161616802215576
qwen3_4b_2560d_int8,en_gloss_unihan,54,擯,賓,扌,ROOT-219CD,189,推,563,0,0,0,1155,除,364,0,0,0,199,0,0,364,0.49426454,0.5161254405975342,0.0218608975410461
qwen3_4b_2560d_int8,en_gloss_unihan,55,檳,賓,木,ROOT-219CD,238,杏,591,0,0,0,1155,杏,725,0,0,0,-134,0,0,725,0.46736455,0.4893675446510315,0.0220029950141906
qwen3_4b_2560d_int8,en_gloss_unihan,56,殯,賓,歹,ROOT-219CD,16,弔,901,0,0,0,1155,奉,769,0,0,0,132,0,0,769,0.43580067,0.4453855156898498,0.0095848441123962
qwen3_4b_2560d_int8,en_gloss_unihan,57,濱,賓,氵,ROOT-219CD,277,皋,723,0,0,0,1155,浦,672,0,0,0,51,0,0,672,0.43943125,0.4669514298439026,0.0275201797485351
qwen3_4b_2560d_int8,en_gloss_unihan,58,矉,賓,目,ROOT-219CD,50,火,875,0,0,0,1155,火,922,0,0,0,-47,0,0,922,0.3846833,0.4102835059165954,0.0256001949310302
qwen3_4b_2560d_int8,en_gloss_unihan,59,繽,賓,糸,ROOT-219CD,153,隆,942,0,0,0,1155,隆,876,0,0,0,66,0,0,876,0.39329955,0.3772907853126526,-0.0160087645053863
qwen3_4b_2560d_int8,en_gloss_unihan,60,蠙,賓,虫,ROOT-219CD,116,雀,384,0,0,0,1155,倉,617,0,0,0,-233,0,0,617,0.49848467,0.5273995995521545,0.0289149284362792
qwen3_4b_2560d_int8,en_gloss_unihan,61,鬢,賓,髟,ROOT-219CD,15,毳,572,0,0,0,1155,毳,695,0,0,0,-123,0,0,695,0.4470929,0.4901715815067291,0.0430786907672882
qwen3_4b_2560d_int8,en_gloss_unihan,383,侅,亥,亻,ROOT-4EA5,172,畀,616,0,0,0,1155,畀,589,0,0,0,27,0,0,589,0.46225196,0.4561699330806732,-0.0060820281505584
